sector,area_m2,pisos,habitaciones,banos,antiguedad,garaje,precio
Tumbaco,168.1,1,4,3,3,1,219414.16
Conocoto,47.5,3,5,1,6,1,47606.37
La Carolina,110.6,1,3,2,6,1,214566.92
Conocoto,45.0,1,5,3,2,1,43224.44
Quitumbe,119.3,1,4,2,2,1,89319.22
Tumbaco,65.9,3,1,2,13,1,79837.0
Centro Historico,141.3,2,3,2,3,1,139828.04
Gonzalez Suarez,202.9,2,2,2,5,1,348648.08
Quitumbe,197.0,3,4,1,3,1,150753.92
Tumbaco,45.0,2,5,3,2,1,49355.48
Centro Historico,134.5,3,3,2,35,1,104367.45
Calderon,259.0,1,1,2,5,0,133842.51
Calderon,78.4,1,5,2,4,0,70250.33
Quitumbe,150.7,2,2,3,4,0,94201.47
Carapungo,149.3,3,2,4,3,1,83407.3
Calderon,111.0,3,4,2,0,1,79207.63
La Carolina,172.7,1,3,1,4,1,229552.87
Quitumbe,179.3,3,2,1,1,1,113354.26
Cumbaya,146.5,1,3,1,3,1,214776.38
Conocoto,120.0,2,2,2,16,1,110531.23
Quitumbe,181.7,1,3,3,27,1,117303.87
Tumbaco,117.3,2,2,1,11,0,127815.38
Centro Norte,167.3,2,2,3,1,1,246421.82
Gonzalez Suarez,265.2,2,3,2,0,0,490498.81
Calderon,70.1,2,2,3,0,1,50253.85
Conocoto,139.4,2,5,3,2,1,121203.3
Calderon,126.0,2,3,3,1,1,102456.25
Carapungo,181.7,2,1,2,1,1,99789.08
Centro Historico,145.8,1,5,3,3,1,131226.85
Tumbaco,230.6,1,3,2,21,1,263978.67
La Carolina,99.2,1,2,3,0,1,147306.29
Tumbaco,198.0,2,4,1,0,1,229545.34
Centro Historico,129.3,1,1,2,1,1,135860.2
La Carolina,45.0,2,3,2,3,1,72260.58
Gonzalez Suarez,127.0,2,3,3,0,1,264991.82
Centro Historico,122.5,3,3,2,7,1,93732.62
Gonzalez Suarez,169.2,3,5,3,7,1,339966.02
Calderon,128.3,2,2,1,45,1,68438.46
Carapungo,111.0,1,5,2,7,1,81657.72
Conocoto,267.8,1,3,2,2,0,245851.46
Calderon,170.7,2,2,4,4,1,121196.23
Quitumbe,197.4,2,3,2,0,0,127375.01
Centro Norte,107.8,2,3,1,15,1,131653.63
Gonzalez Suarez,118.6,2,3,4,6,1,175567.69
Conocoto,104.1,1,3,2,4,0,77136.15
Tumbaco,176.6,2,4,3,10,0,187619.39
La Carolina,210.4,2,2,3,23,1,307016.7
Quitumbe,214.8,2,5,2,0,1,165986.41
La Carolina,175.3,3,3,3,4,1,315462.97
Calderon,141.1,2,3,2,1,1,90204.01
Conocoto,85.0,2,4,4,17,1,63527.07
Centro Norte,182.8,1,2,1,5,1,219763.64
La Carolina,179.1,3,4,4,0,1,253730.0
La Carolina,137.1,2,4,2,22,1,178942.4
Tumbaco,136.0,2,3,2,0,0,152091.24
Quitumbe,136.9,1,2,2,0,1,84232.4
Centro Historico,118.6,2,2,2,0,1,99402.87
Conocoto,112.7,1,3,1,3,1,87793.62
Calderon,126.4,2,5,2,16,0,82884.49
Carapungo,126.9,2,2,3,3,1,90361.04
Carapungo,54.5,2,2,1,18,1,34815.27
La Carolina,155.1,2,3,2,0,1,239226.95
Conocoto,137.6,2,3,1,11,1,99695.61
La Carolina,166.9,2,2,2,0,1,222439.46
Carapungo,149.2,1,4,4,4,1,78339.91
Carapungo,88.0,1,4,2,7,1,51168.03
Carapungo,222.3,3,4,2,2,0,175494.76
Quitumbe,106.0,3,1,4,4,1,64071.66
Quitumbe,155.4,2,4,2,4,1,137521.1
Conocoto,148.7,1,1,2,0,0,167918.18
Quitumbe,93.3,1,3,2,15,1,77521.81
La Carolina,128.0,1,3,2,10,0,212102.65
Centro Historico,73.0,2,1,2,1,1,73064.51
Calderon,159.7,2,3,2,4,1,132837.31
Carapungo,171.3,2,4,2,16,1,114164.34
La Carolina,146.1,1,3,3,0,0,212828.5
Gonzalez Suarez,192.8,2,3,3,6,0,368301.79
Quitumbe,103.5,2,4,3,12,0,73724.22
Gonzalez Suarez,120.7,2,3,3,2,1,262711.84
Conocoto,97.7,2,3,3,2,1,116299.99
Quitumbe,191.4,1,1,3,11,1,121521.17
Gonzalez Suarez,97.8,1,4,2,8,1,202156.0
Calderon,45.0,1,3,2,0,0,23886.87
La Carolina,113.9,2,2,3,0,1,187151.81
La Carolina,108.9,2,4,1,6,1,152861.12
La Carolina,93.0,2,2,3,4,1,134490.42
Cumbaya,143.1,1,3,2,0,1,271443.64
Carapungo,163.5,1,3,3,1,1,72651.52
Centro Historico,163.4,2,2,2,7,1,171977.97
Centro Historico,239.2,2,2,2,6,1,247578.28
Conocoto,45.0,2,5,1,1,1,37658.39
Quitumbe,134.8,1,5,3,2,1,92497.24
Gonzalez Suarez,121.5,2,4,2,0,0,155250.21
La Carolina,108.0,2,1,2,8,1,192722.14
Conocoto,227.1,3,5,1,1,1,203473.28
Centro Norte,132.5,1,2,2,3,1,148874.93
Centro Norte,189.1,2,3,4,4,1,223070.44
Centro Historico,189.9,2,1,1,0,1,165640.5
Tumbaco,166.1,2,4,2,2,0,196622.66
Conocoto,145.8,3,3,1,7,1,178271.64
Quitumbe,70.3,2,3,3,1,1,49852.38
Cumbaya,100.5,2,2,1,2,1,173380.68
La Carolina,132.1,3,3,2,11,0,211527.48
Tumbaco,212.8,2,3,1,0,1,263956.06
Carapungo,178.5,2,4,2,0,1,91789.39
Tumbaco,100.3,1,5,4,3,0,119400.1
Conocoto,88.3,2,3,1,30,1,70417.79
La Carolina,208.0,3,2,2,5,1,335878.7
Gonzalez Suarez,253.4,3,5,1,7,1,511581.37
Gonzalez Suarez,191.6,2,3,3,0,1,454720.88
Centro Historico,200.7,3,5,2,12,1,188060.16
Carapungo,92.5,2,5,2,3,1,66126.4
Quitumbe,70.1,1,3,3,9,1,40104.71
Conocoto,45.0,2,4,4,5,1,35246.98
Conocoto,128.9,1,5,3,0,1,115430.82
Centro Historico,137.6,1,3,2,19,1,123835.74
Carapungo,90.5,2,3,2,2,1,55859.97
Centro Historico,146.8,3,2,2,22,1,135246.11
Centro Norte,117.6,2,3,1,10,0,120700.41
Quitumbe,141.5,2,5,3,18,1,101782.34
Tumbaco,49.0,2,3,2,12,1,46788.95
Carapungo,156.5,1,5,4,0,1,86427.99
Carapungo,254.7,1,3,2,7,1,162486.35
Calderon,152.4,1,2,2,0,1,110269.58
Calderon,153.9,1,2,3,6,1,118482.83
Gonzalez Suarez,274.9,3,2,1,4,1,497495.57
Carapungo,45.0,1,5,1,0,0,25656.97
Tumbaco,102.8,1,3,1,6,1,105255.16
Centro Historico,184.2,2,5,1,2,1,156455.95
Quitumbe,152.0,2,3,2,1,1,111557.68
Calderon,178.7,2,3,3,16,1,141895.91
Centro Norte,81.8,1,2,4,0,1,104212.92
Gonzalez Suarez,180.5,2,5,3,4,1,354345.24
La Carolina,109.9,1,3,2,9,1,147695.84
Tumbaco,192.4,2,4,2,21,1,205112.97
Centro Norte,137.5,3,2,1,7,1,162945.58
Cumbaya,92.3,2,1,2,22,1,118649.96
Conocoto,228.9,1,5,2,2,1,231859.69
Gonzalez Suarez,61.0,3,1,1,25,1,85750.89
Centro Norte,216.7,2,2,4,2,1,310069.48
Calderon,205.5,1,3,3,0,1,156605.32
Gonzalez Suarez,143.3,3,4,3,9,0,289987.17
Quitumbe,194.3,3,2,2,17,1,173856.04
La Carolina,188.0,2,4,2,5,1,340913.1
Centro Historico,82.7,2,2,4,23,1,80377.39
Gonzalez Suarez,135.5,1,2,3,30,1,220472.88
Centro Historico,131.2,1,3,3,7,1,102708.15
Centro Historico,107.7,3,3,1,12,1,113667.11
Quitumbe,45.0,2,4,3,14,1,32284.29
La Carolina,157.5,3,3,1,0,1,251726.05
Centro Historico,283.0,2,3,3,0,1,225204.08
Cumbaya,138.3,2,2,2,22,1,190845.85
Centro Norte,265.8,2,3,2,5,1,386867.62
Conocoto,111.8,2,4,1,38,1,82003.0
Cumbaya,157.1,1,3,1,0,1,277077.96
Quitumbe,86.7,1,2,3,3,1,45219.78
Cumbaya,204.5,2,2,3,5,1,285258.95
Centro Norte,202.7,2,4,2,4,1,336715.9
Gonzalez Suarez,212.3,1,4,2,1,0,401107.48
Cumbaya,87.7,2,2,3,1,1,135047.74
Calderon,167.0,1,4,2,23,1,107617.93
Quitumbe,210.8,2,1,2,0,0,143009.7
Centro Norte,165.7,1,3,1,3,1,210809.55
Tumbaco,57.3,2,1,2,3,1,74808.47
Gonzalez Suarez,200.7,1,2,3,1,1,344117.15
Centro Norte,116.5,2,2,2,2,1,168237.72
La Carolina,104.5,2,3,3,0,1,185886.59
Centro Historico,156.5,2,4,2,6,1,149984.8
Carapungo,155.6,2,4,1,11,1,112411.85
Tumbaco,133.4,2,2,4,6,1,137710.02
Quitumbe,146.1,1,4,2,0,1,108997.61
La Carolina,154.4,2,1,2,13,0,219324.72
Centro Norte,153.7,2,3,2,1,1,220731.64
Tumbaco,154.6,2,4,1,26,1,191903.0
Cumbaya,75.0,3,2,1,5,1,117734.51
Centro Norte,167.9,3,5,3,1,1,233204.5
Cumbaya,178.2,3,4,3,7,1,300936.67
Gonzalez Suarez,147.4,2,5,2,1,0,300143.47
Calderon,200.8,1,3,2,1,1,157419.18
Gonzalez Suarez,87.5,2,2,3,21,0,136521.79
Centro Norte,138.6,1,4,2,25,1,132720.91
Centro Norte,215.7,2,3,2,4,0,289026.59
La Carolina,84.6,1,3,3,8,1,140683.1
Carapungo,77.8,2,3,2,3,1,43379.48
Carapungo,51.6,1,3,1,3,1,27528.51
Cumbaya,67.5,1,3,1,3,0,106420.44
Cumbaya,93.1,2,4,3,25,1,176180.54
Centro Norte,72.2,2,3,2,8,1,82559.88
Calderon,157.8,1,2,4,21,1,99598.3
Centro Historico,199.9,2,2,3,5,1,208313.4
Carapungo,132.5,2,2,2,6,1,80503.88
Cumbaya,157.8,1,2,3,5,1,232901.24
Carapungo,157.0,2,4,2,2,0,100868.36
La Carolina,98.6,3,4,1,6,0,162654.3
Calderon,184.4,2,4,2,5,1,151703.62
Centro Norte,131.4,2,5,2,16,1,180826.51
Quitumbe,92.0,2,1,1,0,0,58228.37
Cumbaya,219.6,2,2,3,14,0,406774.67
Quitumbe,186.6,2,3,1,4,1,130072.19
Conocoto,135.8,2,3,3,4,0,109974.01
Carapungo,117.8,2,3,3,2,1,90388.89
Carapungo,156.1,2,3,2,7,1,96145.73
Cumbaya,128.9,1,2,4,22,0,198557.23
Carapungo,189.6,1,4,3,1,0,122936.68
Tumbaco,202.5,1,3,2,3,1,236493.44
La Carolina,234.7,2,4,2,2,1,340558.44
Cumbaya,109.8,1,3,2,2,1,147370.07
Conocoto,70.9,1,3,4,2,0,70619.87
Calderon,57.4,2,1,1,17,1,32313.24
Centro Norte,101.2,2,4,2,7,1,117514.51
Centro Norte,107.6,1,3,2,12,0,115188.26
Conocoto,85.9,1,2,1,11,1,80885.32
Centro Norte,60.1,1,3,2,11,1,82955.03
Centro Norte,129.3,2,3,2,0,1,153381.86
Centro Norte,138.1,2,2,1,2,0,182903.9
Cumbaya,168.4,1,3,2,0,1,296278.23
Gonzalez Suarez,115.6,1,3,3,1,1,217674.04
Centro Norte,143.3,2,4,1,7,1,200425.74
Tumbaco,134.5,1,2,2,0,1,203618.35
La Carolina,186.0,2,2,3,2,1,253906.03
Gonzalez Suarez,144.3,2,3,3,6,1,232366.31
Centro Norte,173.3,1,4,4,0,1,238370.11
Quitumbe,173.4,2,5,4,7,1,112357.92
Tumbaco,75.9,2,3,2,0,1,80489.32
Centro Historico,151.6,2,2,1,7,1,122413.0
Gonzalez Suarez,80.4,2,3,2,14,1,145159.07
Centro Historico,212.3,1,3,1,8,1,184213.6
Centro Historico,175.2,3,3,2,1,1,132977.51
Gonzalez Suarez,166.5,1,3,1,6,1,233849.15
Quitumbe,150.6,2,3,2,11,0,110304.32
La Carolina,142.7,1,1,2,8,0,182697.39
Calderon,114.9,2,2,3,8,0,67091.16
Quitumbe,174.8,2,2,4,0,1,139742.37
Calderon,163.6,1,4,1,0,1,113256.93
Gonzalez Suarez,239.9,2,2,3,4,1,459957.35
Quitumbe,101.9,2,4,4,6,0,66523.63
Cumbaya,177.4,2,3,3,7,1,321184.68
Conocoto,157.5,2,4,2,0,1,134550.42
Carapungo,153.2,1,3,4,8,1,115091.24
Cumbaya,229.2,1,3,2,10,0,366986.81
Tumbaco,190.6,1,2,1,2,1,240979.2
La Carolina,169.9,2,2,4,13,1,237320.56
Quitumbe,187.5,2,3,2,3,1,154016.77
Cumbaya,80.7,1,4,3,0,1,161239.85
Centro Norte,133.0,1,3,2,7,1,183523.52
La Carolina,209.5,1,4,2,2,1,343837.8
Conocoto,134.7,2,3,2,7,1,145344.11
Tumbaco,100.3,1,4,1,11,1,110901.51
Centro Historico,201.6,3,1,3,3,1,194219.53
La Carolina,106.5,1,2,3,0,1,189066.05
Gonzalez Suarez,123.3,2,3,2,7,1,212892.13
Calderon,117.3,1,3,2,5,1,67079.32
La Carolina,124.2,3,2,4,31,1,130206.71
Carapungo,119.5,2,3,2,15,0,59983.48
Centro Historico,190.7,2,3,4,5,1,186589.09
Tumbaco,97.8,1,3,1,1,1,131134.57
Centro Norte,141.0,2,4,2,29,0,156223.75
Centro Norte,207.8,2,2,2,8,1,245730.72
Carapungo,87.6,2,3,3,5,1,57215.75
Carapungo,181.7,1,3,2,0,1,117156.65
Quitumbe,152.1,2,1,4,16,0,120495.1
Centro Historico,206.4,2,3,2,1,1,156641.74
Centro Norte,103.5,2,3,3,3,1,143724.13
Centro Norte,84.3,3,4,1,3,1,115775.12
Centro Norte,88.8,2,5,3,7,1,115375.06
Calderon,123.2,2,3,2,7,1,64987.17
Centro Historico,197.3,2,3,3,4,1,167942.98
Centro Norte,126.9,3,1,2,16,0,157583.67
Gonzalez Suarez,189.9,1,2,2,10,1,413912.64
Centro Historico,190.6,2,4,3,21,1,159948.1
Conocoto,113.3,2,2,2,19,1,80699.45
La Carolina,151.6,1,3,2,9,0,168212.64
Centro Historico,118.5,1,5,1,0,1,134679.62
Carapungo,85.1,1,3,1,1,0,68329.05
Quitumbe,177.6,1,5,1,12,1,134621.0
Tumbaco,169.4,1,4,4,4,1,222617.5
Conocoto,175.8,2,4,2,1,1,199972.82
Centro Norte,250.8,1,3,1,2,1,283723.15
Centro Historico,181.2,1,4,3,16,1,145368.99
Gonzalez Suarez,51.2,1,4,3,16,1,100422.1
Calderon,53.1,1,4,2,11,1,32804.03
Carapungo,102.4,1,2,2,4,1,77857.66
Tumbaco,137.1,2,4,1,1,1,131064.73
Centro Historico,120.4,2,3,2,1,1,96789.5
Centro Historico,111.7,2,2,1,3,1,91049.43
La Carolina,181.7,3,1,4,6,1,310651.08
Tumbaco,237.1,1,3,4,2,1,261743.15
Cumbaya,204.9,2,2,3,5,1,436355.73
Conocoto,131.5,1,3,2,5,0,94086.39
Cumbaya,82.6,2,5,2,8,1,156231.51
Conocoto,217.5,3,3,2,5,0,199130.84
Centro Historico,58.7,3,3,2,5,1,57520.87
Centro Norte,129.5,1,4,1,1,0,140150.95
La Carolina,191.4,1,3,1,6,0,240944.07
Quitumbe,73.8,2,4,2,7,1,58021.16
Carapungo,157.8,2,3,2,28,0,91439.08
Conocoto,220.6,2,5,3,1,1,222532.78
Centro Historico,154.1,1,2,2,14,1,113767.33
Gonzalez Suarez,180.9,2,5,2,28,1,303055.8
Calderon,127.1,1,4,3,0,1,83981.73
Centro Historico,47.7,3,5,1,43,0,33165.0
Centro Historico,109.8,2,3,2,8,1,92609.75
Cumbaya,95.6,3,1,2,6,1,177178.49
Quitumbe,64.6,2,3,2,2,1,46399.0
Carapungo,72.1,2,3,4,8,1,50376.97
Centro Norte,140.9,3,2,2,9,1,168698.35
Centro Historico,170.8,2,2,1,4,1,169466.12
Tumbaco,167.9,3,2,3,6,1,150861.76
Carapungo,179.0,2,3,2,10,1,134594.4
Gonzalez Suarez,138.2,2,1,3,1,1,255983.31
La Carolina,180.9,1,2,1,5,0,261393.44
Gonzalez Suarez,74.2,3,2,3,2,1,127829.51
La Carolina,239.9,1,4,2,0,1,380107.24
La Carolina,164.8,1,3,3,7,1,306448.76
Gonzalez Suarez,133.7,1,3,2,3,1,259839.36
La Carolina,74.8,2,3,2,4,1,120609.05
Quitumbe,167.4,3,2,2,1,1,115791.75
Centro Historico,157.7,3,2,2,0,0,126995.18
Calderon,117.6,1,4,1,2,1,78210.13
Centro Historico,172.3,1,1,2,2,1,164150.34
Tumbaco,136.8,2,5,2,18,1,159410.84
Cumbaya,177.7,3,5,2,6,0,343959.68
Tumbaco,92.3,1,1,1,11,0,102539.25
La Carolina,206.8,2,2,2,6,1,326874.6
Quitumbe,104.0,1,3,4,19,0,67891.35
Centro Historico,108.3,2,5,2,1,1,91083.12
La Carolina,116.2,2,3,3,1,1,174572.15
Cumbaya,173.5,2,2,3,12,1,350127.34
Centro Historico,133.4,1,5,2,16,1,114108.25
Carapungo,198.0,2,4,2,4,0,135207.91
Cumbaya,191.5,3,2,4,1,1,383223.51
La Carolina,244.8,2,2,2,16,1,401898.69
Centro Historico,86.0,2,2,2,6,1,66217.02
Quitumbe,176.0,1,2,2,0,1,130483.47
Carapungo,177.7,1,2,3,11,1,97646.46
Conocoto,127.1,2,4,2,5,1,123366.89
Cumbaya,160.3,1,4,2,6,1,227848.51
Carapungo,164.1,2,3,1,1,0,106830.69
Tumbaco,108.7,3,2,2,1,1,135064.62
Gonzalez Suarez,70.8,2,3,4,13,1,143806.38
Conocoto,210.9,3,4,1,13,0,150300.03
Quitumbe,189.1,2,5,2,2,1,138341.41
Cumbaya,162.2,1,5,1,7,1,259755.16
Gonzalez Suarez,144.9,2,3,2,5,1,275200.52
Quitumbe,224.2,2,3,3,4,1,150908.87
Quitumbe,61.4,2,5,2,11,1,58339.44
La Carolina,146.3,2,3,2,15,0,211676.61
Carapungo,81.4,2,4,2,10,1,46506.16
Carapungo,45.0,1,5,2,21,1,32381.17
Carapungo,50.1,2,3,3,0,1,39029.72
Centro Historico,159.6,3,4,4,2,1,123950.89
Carapungo,87.0,3,2,3,5,1,50140.31
Quitumbe,107.8,2,2,2,10,1,61405.89
Centro Historico,143.8,2,2,2,14,0,116338.4
Tumbaco,173.7,1,5,3,34,1,189920.61
Centro Norte,151.2,2,2,2,0,1,275921.67
La Carolina,126.0,1,3,2,8,1,229014.25
Conocoto,123.3,2,4,2,13,1,104917.8
Carapungo,156.8,2,4,3,15,1,92761.82
Quitumbe,92.5,3,4,1,23,1,65895.92
Tumbaco,106.1,1,2,3,25,1,104017.23
Tumbaco,120.4,1,4,4,11,0,165672.62
Quitumbe,144.5,2,3,2,7,1,138721.48
Centro Norte,113.0,1,3,2,17,1,124463.01
Calderon,153.3,2,3,3,16,1,107870.27
Quitumbe,136.1,2,4,1,11,1,85940.34
Centro Historico,251.7,2,4,2,5,1,255123.71
Centro Norte,45.0,2,4,3,5,1,64709.64
Calderon,143.7,2,2,4,2,1,113056.76
Cumbaya,165.9,1,2,2,16,1,256820.05
Gonzalez Suarez,192.3,1,3,1,21,1,315891.77
Centro Norte,95.4,2,4,3,7,1,119490.6
Calderon,131.5,2,4,1,9,0,84539.09
Quitumbe,196.2,2,4,3,7,1,172639.42
Cumbaya,238.9,2,3,1,0,1,305640.83
Gonzalez Suarez,171.9,1,3,1,0,1,266986.34
La Carolina,96.5,2,2,3,2,1,154425.19
Quitumbe,109.6,2,4,2,0,1,94625.76
Tumbaco,166.0,2,3,2,0,0,237424.86
Centro Historico,109.7,2,3,2,4,1,116791.58
Calderon,100.9,2,3,3,0,0,55289.66
Centro Historico,175.6,1,1,2,16,0,166423.76
Calderon,133.7,1,3,2,9,1,84848.94
Gonzalez Suarez,123.7,2,3,4,19,0,195064.0
Calderon,94.1,2,3,2,8,1,62358.03
Cumbaya,155.4,1,3,3,6,1,211604.6
Quitumbe,170.7,1,3,1,6,1,108920.26
Gonzalez Suarez,158.4,3,2,3,12,1,273990.92
Centro Historico,85.8,2,4,2,0,1,78070.22
Centro Norte,186.4,3,2,2,6,1,229846.58
Centro Historico,117.5,2,5,2,5,1,107419.57
Cumbaya,89.0,2,3,1,1,1,181509.48
Quitumbe,160.1,2,2,3,2,1,124147.89
Centro Historico,142.4,1,4,3,1,1,132798.66
Gonzalez Suarez,118.2,2,5,3,3,0,208080.24
La Carolina,219.8,3,3,1,23,0,291926.02
Quitumbe,158.9,3,3,2,3,1,114399.79
Centro Historico,121.8,1,2,4,16,1,89375.55
Tumbaco,89.0,2,2,3,5,1,129100.08
Cumbaya,111.0,2,5,3,9,1,228517.99
Calderon,96.8,2,5,3,3,0,69144.43
Carapungo,167.4,3,3,2,3,1,158189.52
Carapungo,140.7,1,4,2,7,1,74140.44
Centro Norte,164.3,2,2,3,6,0,250121.87
La Carolina,114.6,1,1,2,19,1,187360.12
La Carolina,148.7,1,4,2,8,1,201769.86
Cumbaya,177.4,1,4,3,28,1,284891.49
Quitumbe,130.7,2,3,2,1,0,107895.8
Centro Norte,223.9,2,2,3,4,1,248299.1
Calderon,182.8,2,2,2,5,1,100885.73
Conocoto,162.6,2,4,1,2,1,154092.34
Carapungo,105.2,2,4,2,1,1,70178.59
Centro Norte,155.5,2,5,2,1,1,233105.36
Carapungo,99.0,2,2,2,0,1,63832.06
La Carolina,85.8,1,2,3,0,1,131833.09
Carapungo,97.7,2,5,3,12,1,61146.22
Quitumbe,169.8,2,4,3,23,1,103083.14
Cumbaya,192.3,2,4,3,0,1,297582.24
Conocoto,215.4,2,3,2,43,1,150347.2
Centro Historico,140.0,2,2,1,10,1,96690.31
Centro Norte,112.9,2,4,3,4,1,162626.27
Tumbaco,140.3,2,3,2,6,1,150360.0
Cumbaya,145.2,3,3,3,2,1,294833.47
Centro Historico,134.4,2,4,2,3,0,113665.04
Centro Norte,128.6,2,2,1,0,1,132597.07
Centro Norte,78.4,1,5,1,10,1,88872.77
Conocoto,146.4,2,3,2,4,1,120464.56
Centro Historico,162.6,2,4,2,2,1,130592.53
Carapungo,146.6,1,2,2,8,1,105364.21
Tumbaco,280.3,1,2,1,1,0,283403.48
Tumbaco,120.3,1,2,2,32,1,144561.77
Tumbaco,47.2,2,4,4,3,1,57521.69
Conocoto,64.1,2,2,1,7,0,50564.66
Conocoto,78.7,1,2,4,0,1,76308.86
Cumbaya,266.6,2,2,1,26,1,485145.86
Centro Norte,180.6,2,5,2,9,1,221761.03
Centro Norte,108.9,2,1,2,3,1,151472.57
Calderon,94.7,2,5,3,21,1,57178.17
Gonzalez Suarez,170.4,1,1,2,3,1,323315.7
Carapungo,83.1,2,3,2,21,1,55313.17
Gonzalez Suarez,114.4,2,4,4,0,1,237631.84
Conocoto,108.5,2,3,1,8,0,85504.51
Calderon,207.7,1,3,4,25,1,154977.6
Calderon,178.4,1,3,4,0,1,150391.74
Calderon,156.1,2,2,4,9,0,106179.88
Cumbaya,167.3,1,4,2,15,0,280979.37
Carapungo,72.8,3,3,3,11,0,48488.73
Centro Historico,171.2,3,2,2,0,1,139712.92
La Carolina,137.0,1,5,2,0,1,174210.05
Centro Norte,204.7,3,2,3,13,1,204826.92
Gonzalez Suarez,162.8,1,2,2,5,1,232841.95
Centro Historico,136.4,2,3,2,8,0,119684.03
Gonzalez Suarez,68.3,2,4,4,2,1,142143.74
Centro Norte,101.5,1,3,1,4,1,128199.02
Calderon,111.8,1,2,1,12,1,72381.04
Carapungo,161.0,2,2,3,15,1,86542.57
Centro Norte,101.0,2,4,1,19,1,144538.39
Tumbaco,164.2,3,4,2,2,1,171613.66
Conocoto,152.1,3,2,2,3,0,118585.03
La Carolina,123.5,2,2,2,19,1,210308.59
Cumbaya,159.9,1,2,3,2,0,269569.51
Cumbaya,227.2,2,3,3,26,0,309419.2
Centro Norte,167.9,3,5,4,2,1,308275.06
Calderon,111.8,2,2,1,3,0,49284.25
Calderon,171.8,3,2,2,2,1,89927.52
Centro Norte,45.0,1,3,4,15,0,62194.39
Tumbaco,124.7,2,3,3,7,1,144506.81
Quitumbe,176.0,1,2,2,0,1,126044.55
Carapungo,111.5,1,5,3,8,1,90077.39
Quitumbe,192.8,1,1,1,0,0,100709.15
Gonzalez Suarez,55.7,2,2,2,5,1,97718.46
Gonzalez Suarez,167.7,1,2,1,9,1,274437.17
La Carolina,160.5,2,4,2,16,1,193054.98
Quitumbe,55.5,2,3,4,18,1,37812.33
Centro Historico,124.4,1,2,2,6,1,107682.69
Carapungo,176.8,2,2,3,2,1,81666.8
Quitumbe,71.4,2,4,2,3,1,49775.19
Quitumbe,97.0,1,5,2,30,1,62640.18
Calderon,57.4,2,3,2,11,1,41089.17
Conocoto,159.9,2,4,2,6,1,158204.36
Quitumbe,154.9,1,2,4,0,1,102658.5
Centro Norte,86.2,2,4,3,9,1,114373.99
Conocoto,131.6,2,4,1,2,1,106858.08
Carapungo,45.0,1,2,1,3,1,29899.86
Carapungo,155.4,3,2,2,24,1,76204.87
La Carolina,192.4,3,3,1,17,0,285260.99
Gonzalez Suarez,166.0,2,3,3,0,1,283671.28
Calderon,165.4,2,3,2,4,1,139154.33
Gonzalez Suarez,134.8,1,5,2,3,1,220592.35
Gonzalez Suarez,80.7,3,4,3,9,1,161896.66
Calderon,150.3,2,2,2,9,1,102231.92
Calderon,162.0,2,3,1,5,1,128178.04
Tumbaco,122.0,3,3,2,19,1,163576.32
Calderon,171.6,1,2,2,21,1,86689.13
Carapungo,141.6,1,4,3,12,1,98407.14
Calderon,69.5,1,5,3,0,1,49043.58
Carapungo,231.8,2,3,2,6,1,126645.41
Centro Historico,86.0,2,3,1,3,0,60763.4
Gonzalez Suarez,172.3,2,1,3,8,1,295652.33
Calderon,114.8,2,2,2,4,1,71800.35
Centro Norte,182.9,2,3,3,5,1,289806.68
Centro Norte,187.4,2,3,1,5,1,260092.5
Carapungo,161.5,2,3,3,4,1,108017.54
Carapungo,78.0,1,3,2,10,1,54906.1
Carapungo,65.6,2,4,2,2,1,49939.44
Calderon,121.2,1,5,3,7,1,77798.22
La Carolina,87.3,3,4,3,1,1,126978.36
La Carolina,146.3,1,3,3,7,1,182686.07
La Carolina,198.8,1,3,2,3,1,280486.67
Cumbaya,61.6,2,3,1,7,1,95311.49
Carapungo,151.2,1,3,3,4,1,104269.87
Cumbaya,45.0,1,2,3,22,1,73928.98
Centro Norte,109.9,2,2,3,2,1,165968.25
Carapungo,165.6,1,3,2,13,1,94507.79
Gonzalez Suarez,155.4,1,4,1,1,1,302734.27
Centro Historico,137.7,2,3,2,6,1,139905.04
Carapungo,45.9,2,3,3,0,1,24853.01
Centro Historico,174.9,1,4,1,9,1,137073.65
Quitumbe,155.7,1,4,2,25,1,102398.64
Conocoto,142.4,3,2,3,3,0,101834.03
Cumbaya,121.1,1,4,1,24,1,183772.38
Tumbaco,108.6,1,2,1,2,1,128088.08
Conocoto,208.0,2,3,3,6,1,169681.75
Conocoto,202.2,1,5,3,3,1,181073.22
Cumbaya,110.9,2,3,4,9,1,198521.63
La Carolina,118.7,1,5,1,7,1,197647.5
Centro Historico,140.7,2,2,2,7,1,115382.38
Gonzalez Suarez,280.5,3,3,2,0,1,458756.12
Quitumbe,175.5,2,1,1,3,1,131505.2
Gonzalez Suarez,64.9,2,2,3,17,1,105333.24
Tumbaco,133.6,3,3,1,2,1,170258.31
Centro Norte,198.6,3,4,2,1,1,265100.45
Carapungo,186.0,2,2,3,8,1,136297.99
Conocoto,147.6,2,4,4,0,1,136299.2
Centro Historico,236.1,3,4,1,18,1,199999.08
Quitumbe,287.8,2,4,2,2,1,225655.05
Centro Norte,171.3,2,1,4,10,1,208610.5
Centro Historico,127.4,2,3,3,8,1,93968.28
Quitumbe,71.0,2,5,1,9,1,44405.33
